✓ Initialized. View run at 
https://modal.com/apps/sentra/main/ap-b0BaUF2jBlibzWOZ8yS5XU
✓ Created objects.
├── 🔨 Created mount /Users/sonia/Documents/GitHub/autoresearch/run_modal.py
├── 🔨 Created function setup_data.
└── 🔨 Created function run_training.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 50,331,648
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 119,538,448
Estimated FLOPs per token: 4.187796e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 26115ms | tok/sec: 10,037 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00161 (13.0%) | loss: 3.410723 | lrm: 0.87 | dt: 260ms | tok/sec: 1,008,152 | mfu: 42.7% | epoch: 1 | remaining: 261s    
step 00162 (13.1%) | loss: 3.408755 | lrm: 0.87 | dt: 262ms | tok/sec: 1,001,279 | mfu: 42.4% | epoch: 1 | remaining: 261s    
step 00163 (13.2%) | loss: 3.403627 | lrm: 0.87 | dt: 259ms | tok/sec: 1,013,829 | mfu: 42.9% | epoch: 1 | remaining: 260s    
step 00164 (13.3%) | loss: 3.403069 | lrm: 0.87 | dt: 260ms | tok/sec: 1,010,019 | mfu: 42.7% | epoch: 1 | remaining: 260s    
step 00165 (13.3%) | loss: 3.398656 | lrm: 0.87 | dt: 261ms | tok/sec: 1,005,234 | mfu: 42.5% | epoch: 1 | remaining: 260s    
step 00166 (13.4%) | loss: 3.398780 | lrm: 0.87 | dt: 259ms | tok/sec: 1,013,094 | mfu: 42.9% | epoch: 1 | remaining: 259s    
step 00167 (13.5%) | loss: 3.395804 | lrm: 0.87 | dt: 259ms | tok/sec: 1,011,849 | mfu: 42.8% | epoch: 1 | remaining: 259s    
step 00168 (13.6%) | loss: 3.392048 | lrm: 0.87 | dt: 262ms | tok/sec: 999,978 | mfu: 42.3% | epoch: 1 | remaining: 259s    
step 00169 (13.7%) | loss: 3.390371 | lrm: 0.86 | dt: 259ms | tok/sec: 1,010,478 | mfu: 42.8% | epoch: 1 | remaining: 259s    
step 00170 (13.8%) | loss: 3.385721 | lrm: 0.86 | dt: 258ms | tok/sec: 1,014,549 | mfu: 42.9% | epoch: 1 | remaining: 258s    
step 00171 (13.9%) | loss: 3.389710 | lrm: 0.86 | dt: 258ms | tok/sec: 1,014,101 | mfu: 42.9% | epoch: 1 | remaining: 258s    
step 00172 (13.9%) | loss: 3.389723 | lrm: 0.86 | dt: 262ms | tok/sec: 1,001,425 | mfu: 42.4% | epoch: 1 | remaining: 258s    
step 00173 (14.0%) | loss: 3.388267 | lrm: 0.86 | dt: 260ms | tok/sec: 1,007,867 | mfu: 42.7% | epoch: 1 | remaining: 258s    
step 00174 (14.1%) | loss: 3.385516 | lrm: 0.86 | dt: 261ms | tok/sec: 1,005,571 | mfu: 42.6% | epoch: 1 | remaining: 257s    
step 00175 (14.2%) | loss: 3.383362 | lrm: 0.86 | dt: 258ms | tok/sec: 1,016,590 | mfu: 43.0% | epoch: 1 | remaining: 257s    
step 00176 (14.3%) | loss: 3.383729 | lrm: 0.86 | dt: 260ms | tok/sec: 1,007,637 | mfu: 42.6% | epoch: 1 | remaining: 257s    
step 00177 (14.4%) | loss: 3.377425 | lrm: 0.86 | dt: 260ms | tok/sec: 1,009,461 | mfu: 42.7% | epoch: 1 | remaining: 257s    
step 00178 (14.5%) | loss: 3.378435 | lrm: 0.86 | dt: 261ms | tok/sec: 1,003,759 | mfu: 42.5% | epoch: 1 | remaining: 256s    
step 00179 (14.6%) | loss: 3.372458 | lrm: 0.86 | dt: 259ms | tok/sec: 1,012,410 | mfu: 42.8% | epoch: 1 | remaining: 256s    
step 00180 (14.6%) | loss: 3.368570 | lrm: 0.86 | dt: 261ms | tok/sec: 1,003,771 | mfu: 42.5% | epoch: 1 | remaining: 256s    
step 00181 (14.7%) | loss: 3.369067 | lrm: 0.85 | dt: 258ms | tok/sec: 1,017,641 | mfu: 43.1% | epoch: 1 | remaining: 256s    
step 00182 (14.8%) | loss: 3.368988 | lrm: 0.85 | dt: 260ms | tok/sec: 1,008,513 | mfu: 42.7% | epoch: 1 | remaining: 255s    
step 00183 (14.9%) | loss: 3.365196 | lrm: 0.85 | dt: 261ms | tok/sec: 1,002,796 | mfu: 42.4% | epoch: 1 | remaining: 255s    
step 00184 (15.0%) | loss: 3.360802 | lrm: 0.85 | dt: 259ms | tok/sec: 1,011,980 | mfu: 42.8% | epoch: 1 | remaining: 255s    
step 00185 (15.1%) | loss: 3.356187 | lrm: 0.85 | dt: 259ms | tok/sec: 1,012,560 | mfu: 42.9% | epoch: 1 | remaining: 255s    
step 00186 (15.2%) | loss: 3.357006 | lrm: 0.85 | dt: 259ms | tok/sec: 1,013,545 | mfu: 42.9% | epoch: 1 | remaining: 254s    
step 00187 (15.2%) | loss: 3.359060 | lrm: 0.85 | dt: 261ms | tok/sec: 1,004,485 | mfu: 42.5% | epoch: 1 | remaining: 254s    
step 00188 (15.3%) | loss: 3.357937 | lrm: 0.85 | dt: 261ms | tok/sec: 1,002,610 | mfu: 42.4% | epoch: 1 | remaining: 254s    
step 00189 (15.4%) | loss: 3.356238 | lrm: 0.85 | dt: 259ms | tok/sec: 1,012,893 | mfu: 42.9% | epoch: 1 | remaining: 253s    
step 00190 (15.5%) | loss: 3.357201 | lrm: 0.85 | dt: 262ms | tok/sec: 1,000,860 | mfu: 42.4% | epoch: 1 | remaining: 253s    
step 00191 (15.6%) | loss: 3.358464 | lrm: 0.85 | dt: 261ms | tok/sec: 1,004,961 | mfu: 42.5% | epoch: 1 | remaining: 253s    
step 00192 (15.7%) | loss: 3.359170 | lrm: 0.84 | dt: 261ms | tok/sec: 1,004,464 | mfu: 42.5% | epoch: 1 | remaining: 253s    
step 00193 (15.8%) | loss: 3.360398 | lrm: 0.84 | dt: 259ms | tok/sec: 1,011,417 | mfu: 42.8% | epoch: 1 | remaining: 252s    
step 00194 (15.9%) | loss: 3.354685 | lrm: 0.84 | dt: 260ms | tok/sec: 1,007,503 | mfu: 42.6% | epoch: 1 | remaining: 252s    
step 00195 (15.9%) | loss: 3.349697 | lrm: 0.84 | dt: 262ms | tok/sec: 999,377 | mfu: 42.3% | epoch: 1 | remaining: 252s    
step 00196 (16.0%) | loss: 3.347208 | lrm: 0.84 | dt: 260ms | tok/sec: 1,009,201 | mfu: 42.7% | epoch: 1 | remaining: 252s    
step 00197 (16.1%) | loss: 3.347613 | lrm: 0.84 | dt: 258ms | tok/sec: 1,014,469 | mfu: 42.9% | epoch: 1 | remaining: 251s    
step 00198 (16.2%) | loss: 3.343842 | lrm: 0.84 | dt: 258ms | tok/sec: 1,017,452 | mfu: 43.1% | epoch: 1 | remaining: 251s    
step 00199 (16.3%) | loss: 3.340771 | lrm: 0.84 | dt: 259ms | tok/sec: 1,013,414 | mfu: 42.9% | epoch: 1 | remaining: 251s    
step 00200 (16.4%) | loss: 3.339120 | lrm: 0.84 | dt: 261ms | tok/sec: 1,003,074 | mfu: 42.5% | epoch: 1 | remaining: 251s    
step 00201 (16.5%) | loss: 3.337689 | lrm: 0.84 | dt: 259ms | tok/sec: 1,012,079 | mfu: 42.8% | epoch: 1 | remaining: 250s    
step 00202 (16.5%) | loss: 3.335573 | lrm: 0.84 | dt: 259ms | tok/sec: 1,011,485 | mfu: 42.8% | epoch: 1 | remaining: 250s    
step 00203 (16.6%) | loss: 3.329162 | lrm: 0.84 | dt: 261ms | tok/sec: 1,005,575 | mfu: 42.6% | epoch: 1 | remaining: 250s    
step 00204 (16.7%) | loss: 3.324402 | lrm: 0.83 | dt: 260ms | tok/sec: 1,009,759 | mfu: 42.7% | epoch: 1 | remaining: 250s    
step 00205 (16.8%) | loss: 3.322059 | lrm: 0.83 | dt: 259ms | tok/sec: 1,013,261 | mfu: 42.9% | epoch: 1 | remaining: 249s    
step 00206 (16.9%) | loss: 3.317781 | lrm: 0.83 | dt: 259ms | tok/sec: 1,011,901 | mfu: 42.8% | epoch: 1 | remaining: 249s    
step 00207 (17.0%) | loss: 3.317348 | lrm: 0.83 | dt: 258ms | tok/sec: 1,016,659 | mfu: 43.0% | epoch: 1 | remaining: 249s    
step 00208 (17.1%) | loss: 3.306440 | lrm: 0.83 | dt: 258ms | tok/sec: 1,014,363 | mfu: 42.9% | epoch: 1 | remaining: 249s    
step 00209 (17.1%) | loss: 3.298750 | lrm: 0.83 | dt: 257ms | tok/sec: 1,020,981 | mfu: 43.2% | epoch: 1 | remaining: 248s    
step 00210 (17.2%) | loss: 3.295336 | lrm: 0.83 | dt: 258ms | tok/sec: 1,016,784 | mfu: 43.0% | epoch: 1 | remaining: 248s    
step 00211 (17.3%) | loss: 3.296670 | lrm: 0.83 | dt: 255ms | tok/sec: 1,027,289 | mfu: 43.5% | epoch: 1 | remaining: 248s    
step 00212 (17.4%) | loss: 3.293846 | lrm: 0.83 | dt: 257ms | tok/sec: 1,019,143 | mfu: 43.1% | epoch: 1 | remaining: 248s    
step 00213 (17.5%) | loss: 3.296759 | lrm: 0.83 | dt: 258ms | tok/sec: 1,015,870 | mfu: 43.0% | epoch: 1 | remaining: 247s    
step 00214 (17.6%) | loss: 3.295088 | lrm: 0.83 | dt: 257ms | tok/sec: 1,020,613 | mfu: 43.2% | epoch: 1 | remaining: 247s    
step 00215 (17.7%) | loss: 3.291560 | lrm: 0.83 | dt: 260ms | tok/sec: 1,006,343 | mfu: 42.6% | epoch: 1 | remaining: 247s    
step 00216 (17.7%) | loss: 3.292711 | lrm: 0.82 | dt: 259ms | tok/sec: 1,013,212 | mfu: 42.9% | epoch: 1 | remaining: 246s    
step 00217 (17.8%) | loss: 3.293659 | lrm: 0.82 | dt: 259ms | tok/sec: 1,012,708 | mfu: 42.9% | epoch: 1 | remaining: 246s    
step 00218 (17.9%) | loss: 3.293622 | lrm: 0.82 | dt: 259ms | tok/sec: 1,010,258 | mfu: 42.8% | epoch: 1 | remaining: 246s    
step 00219 (18.0%) | loss: 3.287851 | lrm: 0.82 | dt: 262ms | tok/sec: 999,459 | mfu: 42.3% | epoch: 1 | remaining: 246s    
step 00220 (18.1%) | loss: 3.288401 | lrm: 0.82 | dt: 259ms | tok/sec: 1,011,704 | mfu: 42.8% | epoch: 1 | remaining: 245s    
step 00221 (18.2%) | loss: 3.289490 | lrm: 0.82 | dt: 259ms | tok/sec: 1,010,857 | mfu: 42.8% | epoch: 1 | remaining: 245s    
step 00222 (18.3%) | loss: 3.287036 | lrm: 0.82 | dt: 261ms | tok/sec: 1,002,464 | mfu: 42.4% | epoch: 1 | remaining: 245s    
step 00223 (18.4%) | loss: 3.289028 | lrm: 0.82 | dt: 257ms | tok/sec: 1,018,154 | mfu: 43.1% | epoch: 1 | remaining: 245s    
step 00224 (18.4%) | loss: 3.293084 | lrm: 0.82 | dt: 260ms | tok/sec: 1,006,900 | mfu: 42.6% | epoch: 1 | remaining: 244s    
step 00225 (18.5%) | loss: 3.293491 | lrm: 0.82 | dt: 262ms | tok/sec: 1,002,142 | mfu: 42.4% | epoch: 1 | remaining: 244s    
step 00226 (18.6%) | loss: 3.292771 | lrm: 0.82 | dt: 259ms | tok/sec: 1,010,675 | mfu: 42.8% | epoch: 1 | remaining: 244s    
step 00227 (18.7%) | loss: 3.289274 | lrm: 0.81 | dt: 258ms | tok/sec: 1,015,342 | mfu: 43.0% | epoch: 1 | remaining: 244s    
step 00228 (18.8%) | loss: 3.292735 | lrm: 0.81 | dt: 260ms | tok/sec: 1,007,253 | mfu: 42.6% | epoch: 1 | remaining: 243s    
step 00229 (18.9%) | loss: 3.287189 | lrm: 0.81 | dt: 259ms | tok/sec: 1,011,591 | mfu: 42.8% | epoch: 1 | remaining: 243s    
step 00230 (19.0%) | loss: 3.293016 | lrm: 0.81 | dt: 262ms | tok/sec: 999,951 | mfu: 42.3% | epoch: 1 | remaining: 243s    
step 00231 (19.0%) | loss: 3.294144 | lrm: 0.81 | dt: 258ms | tok/sec: 1,015,601 | mfu: 43.0% | epoch: 1 | remaining: 243s    
step 00232 (19.1%) | loss: 3.293053 | lrm: 0.81 | dt: 261ms | tok/sec: 1,004,219 | mfu: 42.5% | epoch: 1 | remaining: 242s    
step 00233 (19.2%) | loss: 3.290962 | lrm: 0.81 | dt: 259ms | tok/sec: 1,012,971 | mfu: 42.9% | epoch: 1 | remaining: 242s    
step 00234 (19.3%) | loss: 3.286688 | lrm: 0.81 | dt: 260ms | tok/sec: 1,007,541 | mfu: 42.6% | epoch: 1 | remaining: 242s    
step 00235 (19.4%) | loss: 3.288741 | lrm: 0.81 | dt: 261ms | tok/sec: 1,005,639 | mfu: 42.6% | epoch: 1 | remaining: 242s    
step 00236 (19.5%) | loss: 3.291278 | lrm: 0.81 | dt: 259ms | tok/sec: 1,011,582 | mfu: 42.8% | epoch: 1 | remaining: 241s    
step 00237 (19.6%) | loss: 3.290865 | lrm: 0.81 | dt: 260ms | tok/sec: 1,008,895 | mfu: 42.7% | epoch: 1 | remaining: 241s    
step 00238 (19.7%) | loss: 3.285782 | lrm: 0.81 | dt: 259ms | tok/sec: 1,010,304 | mfu: 42.8% | epoch: 1 | remaining: 241s    
step 00239 (19.7%) | loss: 3.283151 | lrm: 0.80 | dt: 261ms | tok/sec: 1,004,891 | mfu: 42.5% | epoch: 1 | remaining: 241s    
step 00240 (19.8%) | loss: 3.282980 | lrm: 0.80 | dt: 260ms | tok/sec: 1,007,876 | mfu: 42.7% | epoch: 1 | remaining: 240s    
step 00241 (19.9%) | loss: 3.283168 | lrm: 0.80 | dt: 259ms | tok/sec: 1,013,912 | mfu: 42.9% | epoch: 1 | remaining: 240s    
step 00242 (20.0%) | loss: 3.284966 | lrm: 0.80 | dt: 260ms | tok/sec: 1,010,058 | mfu: 42.7% | epoch: 1 | remaining: 240s    
step 00243 (20.1%) | loss: 3.279770 | lrm: 0.80 | dt: 261ms | tok/sec: 1,005,482 | mfu: 42.6% | epoch: 1 | remaining: 239s    
step 00244 (20.2%) | loss: 3.269018 | lrm: 0.80 | dt: 260ms | tok/sec: 1,008,336 | mfu: 42.7% | epoch: 1 | remaining: 239s    
step 00245 (20.3%) | loss: 3.262023 | lrm: 0.80 | dt: 260ms | tok/sec: 1,009,761 | mfu: 42.7% | epoch: 1 | remaining: 239s    
step 00246 (20.3%) | loss: 3.259505 | lrm: 0.80 | dt: 259ms | tok/sec: 1,010,950 | mfu: 42.8% | epoch: 1 | remaining: 239s    
step 00247 (20.4%) | loss: 3.258499 | lrm: 0.80 | dt: 260ms | tok/sec: 1,007,427 | mfu: 42.6% | epoch: 1 | remaining: 238s    
step 00248 (20.5%) | loss: 3.258683 | lrm: 0.80 | dt: 261ms | tok/sec: 1,004,948 | mfu: 42.5% | epoch: 1 | remaining: 238s    
step 00249 (20.6%) | loss: 3.261973 | lrm: 0.80 | dt: 259ms | tok/sec: 1,013,542 | mfu: 42.9% | epoch: 1 | remaining: 238s    
step 00250 (20.7%) | loss: 3.262458 | lrm: 0.80 | dt: 259ms | tok/sec: 1,013,069 | mfu: 42.9% | epoch: 1 | remaining: 238s    
step 00251 (20.8%) | loss: 3.262213 | lrm: 0.79 | dt: 261ms | tok/sec: 1,005,621 | mfu: 42.6% | epoch: 1 | remaining: 237s    
step 00252 (20.9%) | loss: 3.256879 | lrm: 0.79 | dt: 259ms | tok/sec: 1,012,299 | mfu: 42.8% | epoch: 1 | remaining: 237s    
step 00253 (21.0%) | loss: 3.255401 | lrm: 0.79 | dt: 261ms | tok/sec: 1,004,617 | mfu: 42.5% | epoch: 1 | remaining: 237s    
step 00254 (21.0%) | loss: 3.251994 | lrm: 0.79 | dt: 259ms | tok/sec: 1,012,712 | mfu: 42.9% | epoch: 1 | remaining: 237s    
step 00255 (21.1%) | loss: 3.255401 | lrm: 0.79 | dt: 261ms | tok/sec: 1,003,031 | mfu: 42.5% | epoch: 1 | remaining: 236s    
step 00256 (21.2%) | loss: 3.250233 | lrm: 0.79 | dt: 256ms | tok/sec: 1,024,379 | mfu: 43.4% | epoch: 1 | remaining: 236s    
step 00257 (21.3%) | loss: 3.248942 | lrm: 0.79 | dt: 259ms | tok/sec: 1,012,290 | mfu: 42.8% | epoch: 1 | remaining: 236s    
step 00258 (21.4%) | loss: 3.250700 | lrm: 0.79 | dt: 263ms | tok/sec: 997,156 | mfu: 42.2% | epoch: 1 | remaining: 236s    
step 00259 (21.5%) | loss: 3.246808 | lrm: 0.79 | dt: 261ms | tok/sec: 1,006,265 | mfu: 42.6% | epoch: 1 | remaining: 235s    
step 00260 (21.6%) | loss: 3.243373 | lrm: 0.79 | dt: 260ms | tok/sec: 1,010,138 | mfu: 42.8% | epoch: 1 | remaining: 235s    
step 00261 (21.6%) | loss: 3.242403 | lrm: 0.79 | dt: 261ms | tok/sec: 1,005,826 | mfu: 42.6% | epoch: 1 | remaining: 235s    
step 00262 (21.7%) | loss: 3.242974 | lrm: 0.78 | dt: 258ms | tok/sec: 1,016,052 | mfu: 43.0% | epoch: 1 | remaining: 235s    
step 00263 (21.8%) | loss: 3.241563 | lrm: 0.78 | dt: 260ms | tok/sec: 1,007,548 | mfu: 42.6% | epoch: 1 | remaining: 234s    
step 00264 (21.9%) | loss: 3.239424 | lrm: 0.78 | dt: 260ms | tok/sec: 1,008,950 | mfu: 42.7% | epoch: 1 | remaining: 234s    
step 00265 (22.0%) | loss: 3.238420 | lrm: 0.78 | dt: 261ms | tok/sec: 1,005,417 | mfu: 42.6% | epoch: 1 | remaining: 234s    
step 00266 (22.1%) | loss: 3.236263 | lrm: 0.78 | dt: 258ms | tok/sec: 1,016,990 | mfu: 43.0% | epoch: 1 | remaining: 234s    
step 00267 (22.2%) | loss: 3.234273 | lrm: 0.78 | dt: 260ms | tok/sec: 1,009,015 | mfu: 42.7% | epoch: 1 | remaining: 233s    
step 00268 (22.3%) | loss: 3.236978 | lrm: 0.78 | dt: 261ms | tok/sec: 1,005,140 | mfu: 42.5% | epoch: 1 | remaining: 233s    
step 00269 (22.3%) | loss: 3.234754 | lrm: 0.78 | dt: 260ms | tok/sec: 1,009,605 | mfu: 42.7% | epoch: 1 | remaining: 233s    
step 00270 (22.4%) | loss: 3.228603 | lrm: 0.78 | dt: 261ms | tok/sec: 1,006,027 | mfu: 42.6% | epoch: 1 | remaining: 232s    
step 00271 (22.5%) | loss: 3.230493 | lrm: 0.78 | dt: 258ms | tok/sec: 1,014,252 | mfu: 42.9% | epoch: 1 | remaining: 232s    
step 00272 (22.6%) | loss: 3.227708 | lrm: 0.78 | dt: 261ms | tok/sec: 1,003,865 | mfu: 42.5% | epoch: 1 | remaining: 232s    
step 00273 (22.7%) | loss: 3.224837 | lrm: 0.78 | dt: 259ms | tok/sec: 1,013,518 | mfu: 42.9% | epoch: 1 | remaining: 232s    
step 00274 (22.8%) | loss: 3.219266 | lrm: 0.77 | dt: 260ms | tok/sec: 1,006,919 | mfu: 42.6% | epoch: 1 | remaining: 231s    
step 00275 (22.9%) | loss: 3.220584 | lrm: 0.77 | dt: 260ms | tok/sec: 1,007,719 | mfu: 42.6% | epoch: 1 | remaining: 231s    
step 00276 (22.9%) | loss: 3.219179 | lrm: 0.77 | dt: 260ms | tok/sec: 1,009,299 | mfu: 42.7% | epoch: 1 | remaining: 231s    
step 00277 (23.0%) | loss: 3.213982 | lrm: 0.77 | dt: 260ms | tok/sec: 1,009,905 | mfu: 42.7% | epoch: 1 | remaining: 231s    
step 00278 (23.1%) | loss: 3.218373 | lrm: 0.77 | dt: 258ms | tok/sec: 1,016,792 | mfu: 43.0% | epoch: 1 | remaining: 230s    
step 00279 (23.2%) | loss: 3.212907 | lrm: 0.77 | dt: 263ms | tok/sec: 997,854 | mfu: 42.2% | epoch: 1 | remaining: 230s    
step 00280 (23.3%) | loss: 3.206683 | lrm: 0.77 | dt: 259ms | tok/sec: 1,011,048 | mfu: 42.8% | epoch: 1 | remaining: 230s    
step 00281 (23.4%) | loss: 3.205203 | lrm: 0.77 | dt: 258ms | tok/sec: 1,016,327 | mfu: 43.0% | epoch: 1 | remaining: 230s    
step 00282 (23.5%) | loss: 3.201592 | lrm: 0.77 | dt: 259ms | tok/sec: 1,012,782 | mfu: 42.9% | epoch: 1 | remaining: 229s    
step 00283 (23.6%) | loss: 3.200922 | lrm: 0.77 | dt: 259ms | tok/sec: 1,012,176 | mfu: 42.8% | epoch: 1 | remaining: 229s    
step 00284 (23.6%) | loss: 3.200744 | lrm: 0.77 | dt: 259ms | tok/sec: 1,012,806 | mfu: 42.9% | epoch: 1 | remaining: 229s    
step 00285 (23.7%) | loss: 3.202571 | lrm: 0.77 | dt: 256ms | tok/sec: 1,024,379 | mfu: 43.4% | epoch: 1 | remaining: 229s    
step 00286 (23.8%) | loss: 3.202534 | lrm: 0.76 | dt: 256ms | tok/sec: 1,022,642 | mfu: 43.3% | epoch: 1 | remaining: 228s    
step 00287 (23.9%) | loss: 3.204031 | lrm: 0.76 | dt: 258ms | tok/sec: 1,014,468 | mfu: 42.9% | epoch: 1 | remaining: 228s    
step 00288 (24.0%) | loss: 3.201081 | lrm: 0.76 | dt: 258ms | tok/sec: 1,015,381 | mfu: 43.0% | epoch: 1 | remaining: 228s    
step 00289 (24.1%) | loss: 3.199049 | lrm: 0.76 | dt: 260ms | tok/sec: 1,009,524 | mfu: 42.7% | epoch: 1 | remaining: 228s    
step 00290 (24.2%) | loss: 3.205732 | lrm: 0.76 | dt: 257ms | tok/sec: 1,020,595 | mfu: 43.2% | epoch: 1 | remaining: 227s    
step 00291 (24.2%) | loss: 3.205862 | lrm: 0.76 | dt: 258ms | tok/sec: 1,016,094 | mfu: 43.0% | epoch: 1 | remaining: 227s    
step 00292 (24.3%) | loss: 3.203394 | lrm: 0.76 | dt: 262ms | tok/sec: 1,000,790 | mfu: 42.4% | epoch: 1 | remaining: 227s    
step 00293 (24.4%) | loss: 3.204035 | lrm: 0.76 | dt: 257ms | tok/sec: 1,018,663 | mfu: 43.1% | epoch: 1 | remaining: 227s    
step 00294 (24.5%) | loss: 3.202044 | lrm: 0.76 | dt: 260ms | tok/sec: 1,007,297 | mfu: 42.6% | epoch: 1 | remaining: 226s    
step 00295 (24.6%) | loss: 3.204904 | lrm: 0.76 | dt: 256ms | tok/sec: 1,022,855 | mfu: 43.3% | epoch: 1 | remaining: 226s    
step 00296 (24.7%) | loss: 3.206619 | lrm: 0.76 | dt: 260ms | tok/sec: 1,006,499 | mfu: 42.6% | epoch: 1 | remaining: 226s    
step 00297 (24.8%) | loss: 3.209955 | lrm: 0.75 | dt: 259ms | tok/sec: 1,012,418 | mfu: 42.8% | epoch: 1 | remaining: 225s    
step 00298 (24.8%) | loss: 3.205356 | lrm: 0.75 | dt: 259ms | tok/sec: 1,011,398 | mfu: 42.8% | epoch: 1 | remaining: 225s    
step 00299 (24.9%) | loss: 3.205568 | lrm: 0.75 | dt: 261ms | tok/sec: 1,006,123 | mfu: 42.6% | epoch: 1 | remaining: 225s    
step 00300 (25.0%) | loss: 3.197408 | lrm: 0.75 | dt: 264ms | tok/sec: 991,191 | mfu: 41.9% | epoch: 1 | remaining: 225s    
step 00301 (25.1%) | loss: 3.193173 | lrm: 0.75 | dt: 259ms | tok/sec: 1,010,476 | mfu: 42.8% | epoch: 1 | remaining: 224s    
step 00302 (25.2%) | loss: 3.192674 | lrm: 0.75 | dt: 259ms | tok/sec: 1,010,530 | mfu: 42.8% | epoch: 1 | remaining: 224s    
step 00303 (25.3%) | loss: 3.193622 | lrm: 0.75 | dt: 261ms | tok/sec: 1,005,281 | mfu: 42.5% | epoch: 1 | remaining: 224s    
step 00304 (25.4%) | loss: 3.195160 | lrm: 0.75 | dt: 261ms | tok/sec: 1,005,342 | mfu: 42.5% | epoch: 1 | remaining: 224s    
step 00305 (25.5%) | loss: 3.194268 | lrm: 0.75 | dt: 258ms | tok/sec: 1,014,759 | mfu: 42.9% | epoch: 1 | remaining: 223s    
step 00306 (25.5%) | loss: 3.191471 | lrm: 0.75 | dt: 257ms | tok/sec: 1,020,833 | mfu: 43.2% | epoch: 1 | remaining: 223s    
step 00307 (25.6%) | loss: 3.191895 | lrm: 0.75 | dt: 263ms | tok/sec: 997,816 | mfu: 42.2% | epoch: 1 | remaining: 223s    
step 00308 (25.7%) | loss: 3.196757 | lrm: 0.75 | dt: 258ms | tok/sec: 1,015,420 | mfu: 43.0% | epoch: 1 | remaining: 223s    
step 00309 (25.8%) | loss: 3.197171 | lrm: 0.74 | dt: 258ms | tok/sec: 1,016,814 | mfu: 43.0% | epoch: 1 | remaining: 222s    
step 00310 (25.9%) | loss: 3.198182 | lrm: 0.74 | dt: 257ms | tok/sec: 1,020,783 | mfu: 43.2% | epoch: 1 | remaining: 222s    
step 00311 (26.0%) | loss: 3.195030 | lrm: 0.74 | dt: 258ms | tok/sec: 1,014,853 | mfu: 43.0% | epoch: 1 | remaining: 222s    
step 00312 (26.1%) | loss: 3.192358 | lrm: 0.74 | dt: 257ms | tok/sec: 1,021,697 | mfu: 43.2% | epoch: 1 | remaining: 222s    
step 00313 (26.1%) | loss: 3.189806 | lrm: 0.74 | dt: 257ms | tok/sec: 1,019,486 | mfu: 43.1% | epoch: 1 | remaining: 221s    
step 00314 (26.2%) | loss: 3.186136 | lrm: 0.74 | dt: 257ms | tok/sec: 1,018,517 | mfu: 43.1% | epoch: 1 | remaining: 221s    
step 00315 (26.3%) | loss: 3.186358 | lrm: 0.74 | dt: 259ms | tok/sec: 1,010,394 | mfu: 42.8% | epoch: 1 | remaining: 221s    
step 00316 (26.4%) | loss: 3.182926 | lrm: 0.74 | dt: 260ms | tok/sec: 1,006,854 | mfu: 42.6% | epoch: 1 | remaining: 221s    
step 00317 (26.5%) | loss: 3.181751 | lrm: 0.74 | dt: 258ms | tok/sec: 1,015,003 | mfu: 43.0% | epoch: 1 | remaining: 220s    
step 00318 (26.6%) | loss: 3.182050 | lrm: 0.74 | dt: 256ms | tok/sec: 1,022,068 | mfu: 43.3% | epoch: 1 | remaining: 220s    
step 00319 (26.7%) | loss: 3.179581 | lrm: 0.74 | dt: 261ms | tok/sec: 1,006,014 | mfu: 42.6% | epoch: 1 | remaining: 220s    
step 00320 (26.7%) | loss: 3.175103 | lrm: 0.74 | dt: 260ms | tok/sec: 1,008,276 | mfu: 42.7% | epoch: 1 | remaining: 220s    
step 00321 (26.8%) | loss: 3.171091 | lrm: 0.73 | dt: 260ms | tok/sec: 1,008,279 | mfu: 42.7% | epoch: 1 | remaining: 219s    
step 00322 (26.9%) | loss: 3.172143 | lrm: 0.73 | dt: 256ms | tok/sec: 1,025,096 | mfu: 43.4% | epoch: 1 | remaining: 219s    
step 00323 (27.0%) | loss: 3.169395 | lrm: 0.73 | dt: 262ms | tok/sec: 1,000,378 | mfu: 42.3% | epoch: 1 | remaining: 219s    
step 00324 (27.1%) | loss: 3.169049 | lrm: 0.73 | dt: 261ms | tok/sec: 1,004,993 | mfu: 42.5% | epoch: 1 | remaining: 218s    
step 00325 (27.2%) | loss: 3.167116 | lrm: 0.73 | dt: 260ms | tok/sec: 1,007,844 | mfu: 42.7% | epoch: 1 | remaining: 218s    
step 00326 (27.3%) | loss: 3.170320 | lrm: 0.73 | dt: 258ms | tok/sec: 1,016,138 | mfu: 43.0% | epoch: 1 | remaining: 218s    
